132,恐怖直播/ 더 테러 라이브/ 死亡“动”新闻(港)  /  恐怖攻击直播(台),金秉祐 Byeong-woo Kim,2013,韩国,剧情 犯罪 悬疑,8.8,455878,https://movie.douban.com/subject/21360417/
133,完美的世界/ A Perfect World/ 强盗保镳,克林特·伊斯特伍德 Clint Eastwood,1993,美国,剧情 犯罪,9.1,184517,https://movie.douban.com/subject/1300992/
134,神偷奶爸/ Despicable Me/ 卑鄙的我  /  坏蛋奖门人(港),皮艾尔·柯芬 Pierre Coffin / 克里斯·雷纳德 Chris Renaud,2010,美国 法国,喜剧 动画 冒险,8.6,710802,https://movie.douban.com/subject/3287562/
135,"怪兽电力公司/ Monsters, Inc./ 怪兽公司(港)  /  怪物公司",彼特·道格特 Pete Docter / 大卫·斯沃曼 David Silverman,2001,美国,儿童 喜剧 动画 奇幻 冒险,8.7,465654,https://movie.douban.com/subject/1291579/
136,功夫/ 功夫3D  /  Kung Fu Hustle,周星驰 Stephen Chow,2004,中国大陆 中国香港,动作 喜剧 犯罪 奇幻,8.6,684982,https://movie.douban.com/subject/1291543/
137,人生果实/ 人生フルーツ/ 积存时间的生活(台)  /  人生水果,伏原健之 Kenshi Fushihara,2017,日本,纪录片,9.5,98391,https://movie.douban.com/subject/26874505/
138,玩具总动员3/ Toy Story 3/ 反斗奇兵3(港)  /  玩具的故事3,李·昂克里奇 Lee Unkrich,2010,美国,喜剧 动画 奇幻 冒险,8.8,361100,https://movie.douban.com/subject/1858711/
139,傲慢与偏见/ Pride & Prejudice/ 傲慢与偏见2005  /  Pride And Prejudice,乔·怀特 Joe Wright,2005,法国 英国 美国,剧情 爱情,8.6,553128,https://movie.douban.com/subject/1418200/
140,血战钢锯岭/ Hacksaw Ridge/ 钢锯岭  /  钢铁英雄(台),梅尔·吉布森 Mel Gibson,2016,美国 澳大利亚,剧情 传记 历史 战争,8.7,582851,https://movie.douban.com/subject/26325320/
141,风之谷/ 風の谷のナウシカ/ 风谷少女  /  Kaze no tani no Naushika,宫崎骏 Hayao Miyazaki,1984,日本,动画 奇幻 冒险,8.9,283027,https://movie.douban.com/subject/1291585/
142,天书奇谭/ The Legend of Sealed Book  /  Secrets of the Heavenly Book,王树忱 Shuchen Wang / 钱运达 Yunda Qian,1983(中国大陆),国大陆),中国大陆 / 动画 奇幻,9.2,149939,https://movie.douban.com/subject/1428581/
143,时空恋旅人/ About Time/ 时空旅恋人  /  回到最爱的一天(港),理查德·柯蒂斯 Richard Curtis,2013,英国,喜剧 爱情 奇幻,8.7,398235,https://movie.douban.com/subject/10577869/
144,教父3/ The Godfather: Part III/ 教父第三集  /  教父 III,弗朗西斯·福特·科波拉 Francis Ford Coppola,1990,美国,剧情 犯罪,8.9,249568,https://movie.douban.com/subject/1294240/
145,上帝之城/ Cidade de Deus/ 无主之城 (港)  /  无法无天 (台),not found,2002,巴西 法国,犯罪 剧情,8.9,232123,https://movie.douban.com/subject/1292208/
146,电锯惊魂/ Saw/ 夺魂锯(台)  /  恐惧斗室(港),詹姆斯·温 James Wan,2004,美国,悬疑 惊悚 恐怖,8.7,361115,https://movie.douban.com/subject/1417598/
147,喜宴/ 囍宴/ The Wedding Banquet,李安 Ang Lee,1993,中国台湾 美国,剧情 喜剧 爱情 同性 家庭,8.9,242653,https://movie.douban.com/subject/1303037/
148,被解救的姜戈/ Django Unchained/ 被解放的姜戈  /  决杀令(台),昆汀·塔伦蒂诺 Quentin Tarantino,2012,美国,剧情 动作 西部 冒险,8.7,441420,https://movie.douban.com/subject/6307447/
149,英雄本色/ A Better Tomorrow  /  Gangland Boss,吴宇森 John Woo,1986,中国香港,剧情 动作 犯罪,8.7,363401,https://movie.douban.com/subject/1297574/
150,哪吒闹海/ Prince Nezha's Triumph Against Dragon King  /  Nezha nao hai,严定宪 Dingxian Yan / 王树忱 Shuchen Wang,1979,中国大陆,冒险 动画 奇幻,9.1,177350,https://movie.douban.com/subject/1307315/
151,七武士/ 七人の侍/ 七侠四义(港)  /  七剑客(港),黑泽明 Akira Kurosawa,1954,日本,动作 冒险 剧情,9.2,135829,https://movie.douban.com/subject/1295399/
152,谍影重重3/ The Bourne Ultimatum/ 叛谍追击3：最后通牒(港)  /  神鬼认证：最后通牒 (台),保罗·格林格拉斯 Paul Greengrass,2007,美国 德国,动作 悬疑 惊悚,8.8,311246,https://movie.douban.com/subject/1578507/
153,岁月神偷/ 歲月神偷/ 1969太空漫游  /  Echoes Of The Rainbow,罗启锐 Alex Law,2010,中国香港 中国大陆,剧情 家庭,8.7,462028,https://movie.douban.com/subject/3792799/
154,我是山姆/ I Am Sam/ 不一样的爸爸(港)  /  他不笨，他是我爸爸(台),杰茜·尼尔森 Jessie Nelson,2001,美国,剧情 家庭,8.9,218297,https://movie.douban.com/subject/1306861/
155,釜山行/ 부산행/ 尸杀列车(港)  /  尸速列车(台),延尚昊 Sang-ho Yeon,2016,韩国,动作 惊悚 灾难,8.5,813332,https://movie.douban.com/subject/25986180/
156,头号玩家/ Ready Player One/ 玩家一号  /  挑战者1号(港),史蒂文·斯皮尔伯格 Steven Spielberg,2018,美国,动作 科幻 冒险,8.7,1023273,https://movie.douban.com/subject/4920389/
157,纵横四海/ 緃横四海/ Once a Thief,吴宇森 John Woo,1991,中国香港,剧情 喜剧 动作 犯罪,8.8,293222,https://movie.douban.com/subject/1295409/
158,疯狂原始人/ The Croods/ 古鲁家族(港 / 台),科克·德·米科 Kirk De Micco / 克里斯·桑德斯 Chris Sanders,2013,美国,喜剧 动画 冒险,8.7,625244,https://movie.douban.com/subject/1907966/
159,"三块广告牌/ Three Billboards Outside Ebbing, Missouri/ 广告牌杀人事件(港)  /  意外(台)",马丁·麦克唐纳 Martin McDonagh,2017,美国 英国,剧情 犯罪,8.7,610834,https://movie.douban.com/subject/26611804/
160,哈利·波特与阿兹卡班的囚徒/ Harry Potter and the Prisoner of Azkaban/ 哈利波特3：阿兹卡班的逃犯(港 / 台),Alfonso Cuarón,2004,英国 美国,奇幻 冒险,8.7,402036,https://movie.douban.com/subject/1291544/
161,心迷宫/ 殡棺  /  The Coffin in the Mountain,忻钰坤 Yukun Xin,2014,中国大陆,剧情 犯罪 悬疑,8.7,354902,https://movie.douban.com/subject/25917973/
162,达拉斯买家俱乐部/ Dallas Buyers Club/ 续命枭雄(港)  /  药命俱乐部(台),让-马克·瓦雷 Jean-Marc Vallée,2013,美国,剧情 传记 同性,8.8,326939,https://movie.douban.com/subject/1793929/
163,萤火虫之墓/ 火垂るの墓/ 再见萤火虫(港)  /  萤火挽歌,高畑勋 Isao Takahata,1988,日本,动画 剧情 战争,8.7,323090,https://movie.douban.com/subject/1293318/
164,荒蛮故事/ Relatos salvajes/ 蛮荒故事  /  生命中最抓狂的小事(台),达米安·斯兹弗隆 Damián Szifron,2014,阿根廷 西班牙,剧情 喜剧 犯罪,8.8,302716,https://movie.douban.com/subject/24750126/
165,卢旺达饭店/ Hotel Rwanda/ 卢安达饭店(台),特瑞·乔治 Terry George,2004,英国 南非 意大利,剧情 历史 战争,8.9,213296,https://movie.douban.com/subject/1291822/
166,真爱至上/ Love Actually/ 爱是您，爱是我(台)  /  真的恋爱了(港),理查德·柯蒂斯 Richard Curtis,2003,英国 美国 法国,喜剧 剧情 爱情,8.6,527706,https://movie.douban.com/subject/1292401/
167,贫民窟的百万富翁/ Slumdog Millionaire/ 一百万零一夜(港)  /  贫民百万富翁(台),丹尼·鲍尔 Danny Boyle / 洛芙琳·坦丹 Loveleen Tandan,2008,英国 法国 美国 印度,剧情 爱情,8.6,576711,https://movie.douban.com/subject/2209573/
168,东邪西毒/ 東邪西毒/ Ashes of Time,王家卫 Kar Wai Wong,1994,中国香港 中国台湾,剧情 动作 爱情 武侠 古装,8.6,439257,https://movie.douban.com/subject/1292328/
169,你的名字。/ 君の名は。/ 你的名字  /  君之名,新海诚 Makoto Shinkai,2016,日本,剧情 爱情 动画,8.4,995646,https://movie.douban.com/subject/26683290/
170,记忆碎片/ Memento/ 凶心人(港)  /  记忆拼图(台),克里斯托弗·诺兰 Christopher Nolan,2000,美国,犯罪 剧情 悬疑 惊悚,8.6,444495,https://movie.douban.com/subject/1304447/
171,花样年华/ 花樣年華/ In the Mood for Love,王家卫 Kar Wai Wong,2000,中国香港,剧情 爱情,8.7,412365,https://movie.douban.com/subject/1291557/
172,爆裂鼓手/ Whiplash/ 鼓动真我(港)  /  进击的鼓手(台),达米恩·查泽雷 Damien Chazelle,2014,美国,剧情 音乐,8.7,401370,https://movie.douban.com/subject/25773932/
173,一个叫欧维的男人决定去死/ En man som heter Ove/ 明天别再来敲门(台)  /  想死冇咁易(港),汉内斯·赫尔姆 Hannes Holm,2015,瑞典,剧情,8.8,269838,https://movie.douban.com/subject/26628357/
174,黑天鹅/ Black Swan/ 夺命黑天鹅  /  霸王别鹅(豆友译名),达伦·阿罗诺夫斯基 Darren Aronofsky,2010,美国,剧情 惊悚,8.6,637795,https://movie.douban.com/subject/1978709/
175,忠犬八公物语/ ハチ公物語/ 八千公物语  /  阿八的故事,Seijirô Kôyama,1987,日本,剧情,9.2,133741,https://movie.douban.com/subject/1959195/
176,黑客帝国3：矩阵革命/ The Matrix Revolutions/ 22世纪杀人网络3：惊变世纪(港)  /  廿二世纪杀人网络3：惊变世纪,Andy Wachowski / Larry Wachowski,2003,美国 澳大利亚,动作 科幻,8.8,301876,https://movie.douban.com/subject/1302467/
177,哈利·波特与密室/ Harry Potter and the Chamber of Secrets/ 哈利波特2：消失的密室(港 / 台),Chris Columbus,2002,美国 英国 德国,奇幻 冒险,8.6,421051,https://movie.douban.com/subject/1296996/
178,模仿游戏/ The Imitation Game/ 解码游戏(港)  /  模拟游戏,莫滕·泰杜姆 Morten Tyldum,2014,英国 美国,剧情 传记 战争 同性,8.7,437936,https://movie.douban.com/subject/10463953/
179,头脑特工队/ Inside Out/ 玩转脑朋友(港)  /  脑筋急转弯(台),not found,2015,美国,喜剧 动画 冒险,8.7,422460,https://movie.douban.com/subject/10533913/
180,未麻的部屋/ Perfect Blue/ 蓝色恐惧(港 / 台),今敏 Satoshi Kon,1997,日本,动画 奇幻 惊悚,8.9,190155,https://movie.douban.com/subject/1395091/
181,你看起来好像很好吃/ おまえうまそうだな/ 你看起来很好吃(台)  /  你看上去好像很好吃,藤森雅也 Masaya Fujimori,2010,日本,剧情 动画 儿童,8.9,249880,https://movie.douban.com/subject/4848115/
182,新世界/ 신세계/ 暗黑新世界(台)  /  New World,朴勋政 Hoon-jung Park,2013,韩国,剧情 犯罪,8.8,237815,https://movie.douban.com/subject/10437779/
183,雨人/ Rain Man/ 手足情未了(港)  /  手足情深,巴瑞·莱文森 Barry Levinson,1988,美国,剧情,8.7,310554,https://movie.douban.com/subject/1291870/
184,无敌破坏王/ Wreck-It Ralph/ 破坏王拉尔夫  /  破坏王大冒险,瑞奇·莫尔 Rich Moore,2012,美国,喜剧 动画 奇幻 冒险,8.7,385337,https://movie.douban.com/subject/6534248/
185,海街日记/ 海街diary/ 海街女孩日记(港)  /  Kamakura Diary,是枝裕和 Hirokazu Koreeda,2015,日本,剧情 家庭,8.8,286229,https://movie.douban.com/subject/25895901/
186,冰川时代/ Ice Age/ 冰河世纪  /  冰原历险记,卡洛斯·沙尔丹哈 Carlos Saldanha / 克里斯·韦奇 Chris Wedge,2002,美国,喜剧 动画 冒险,8.6,461530,https://movie.douban.com/subject/1291578/
187,恋恋笔记本/ The Notebook/ 忘了·忘不了(港)  /  手札情缘(台),尼克·卡索维茨 Nick Cassavetes,2004,美国,剧情 爱情,8.5,480276,https://movie.douban.com/subject/1309163/
188,惊魂记/ Psycho/ 精神病患者  /  触目惊心(港),阿尔弗雷德·希区柯克 Alfred Hitchcock,1960,美国,悬疑 惊悚 恐怖,9.0,168125,https://movie.douban.com/subject/1293181/
189,海边的曼彻斯特/ Manchester by the Sea/ 情系海边之城(港),肯尼斯·罗纳根 Kenneth Lonergan,2016,美国,剧情 家庭,8.6,356953,https://movie.douban.com/subject/25980443/
190,二十二/ Twenty Two  /  22,郭柯 Ke Guo,2015,中国大陆,纪录片,8.7,215760,https://movie.douban.com/subject/26430107/
191,房间/ Room/ 不存在的房间(台)  /  抖室(港),伦尼·阿伯拉罕森 Lenny Abrahamson,2015,爱尔兰 加拿大 英国 美国,剧情 家庭,8.8,290092,https://movie.douban.com/subject/25724855/
192,恐怖游轮/ Triangle/ 汪洋血迷宮(台)  /  轮回三角,克里斯托弗·史密斯 Christopher Smith,2009,英国 澳大利亚,剧情 悬疑 惊悚,8.5,573173,https://movie.douban.com/subject/3011051/
193,虎口脱险/ La grande vadrouille/ 横冲直撞出重围(港)  /  大進擊(台),杰拉尔·乌里 Gérard Oury,1966,法国 英国,喜剧 战争,8.9,171815,https://movie.douban.com/subject/1296909/
194,魔女宅急便/ 魔女の宅急便/ 魔女琪琪(台)  /  小魔女限时专送,宫崎骏 Hayao Miyazaki,1989,日本,动画 奇幻 冒险,8.6,338810,https://movie.douban.com/subject/1307811/
195,奇迹男孩/ Wonder/ 奇迹,斯蒂芬·卓博斯基 Stephen Chbosky,2017,美国 中国香港,剧情 儿童 家庭,8.6,419766,https://movie.douban.com/subject/26787574/
196,疯狂的石头/ Crazy Stone,宁浩 Hao Ning,2006,中国大陆 中国香港,喜剧 犯罪,8.5,580301,https://movie.douban.com/subject/1862151/
197,雨中曲/ Singin' in the Rain/ 万花嬉春(港 / 台),斯坦利·多南 Stanley Donen / 吉恩·凯利 Gene Kelly,1952,美国,喜剧 歌舞 爱情,9.0,149630,https://movie.douban.com/subject/1293460/
198,人工智能/ Artificial Intelligence: AI/ AI人工智慧,史蒂文·斯皮尔伯格 Steven Spielberg,2001,美国,剧情 科幻,8.6,319164,https://movie.douban.com/subject/1302827/
199,小偷家族/ 万引き家族/ Shoplifters  /  Une Affaire de Famille,是枝裕和 Hirokazu Koreeda,2018,日本,剧情 犯罪 家庭,8.7,592882,https://movie.douban.com/subject/27622447/
200,绿里奇迹/ The Green Mile/ 绿色奇迹(台)  /  绿色英里,Frank Darabont,1999,美国,犯罪 剧情 奇幻 悬疑,8.8,201936,https://movie.douban.com/subject/1300374/
201,爱在午夜降临前/ Before Midnight/ 情约半生(港)  /  爱在午夜希腊时(台),理查德·林克莱特 Richard Linklater,2013,美国 希腊,剧情 爱情,8.8,233834,https://movie.douban.com/subject/10808442/
202,罗生门/ 羅生門/ Rashomon,黑泽明 Akira Kurosawa,1950,日本,剧情 犯罪 悬疑,8.8,221490,https://movie.douban.com/subject/1291879/
203,终结者2：审判日/ Terminator 2: Judgment Day/ 终结者2  /  终结者2：末日审判,詹姆斯·卡梅隆 James Cameron,1991,美国 法国,动作 科幻,8.7,255345,https://movie.douban.com/subject/1291844/
204,初恋这件小事/ สิ่งเล็กเล็กที่เรียกว่า...รัก/ 初恋那件小事(港)  /  暗恋那点小事,not found,2010,泰国,剧情 喜剧 爱情,8.4,768762,https://movie.douban.com/subject/4739952/
205,海洋/ Océans/ Oceans  /  海洋,雅克·贝汉 Jacques Perrin / 雅克·克鲁奥德 Jacques Cluzaud,2009,法国 瑞士 西班牙 美国 阿联酋,纪录片,9.1,130948,https://movie.douban.com/subject/3443389/
206,魂断蓝桥/ Waterloo Bridge/ 滑铁卢桥  /  断桥残梦,茂文·勒鲁瓦 Mervyn LeRoy,1940,美国,剧情 爱情 战争,8.8,201935,https://movie.douban.com/subject/1293964/
207,可可西里/ Kekexili: Mountain Patrol,陆川 Chuan Lu,2004,中国大陆 中国香港,剧情 犯罪,8.8,211551,https://movie.douban.com/subject/1308857/
208,2001太空漫游/ 2001: A Space Odyssey/ 2001：星际漫游  /  2001：太空奥德赛,斯坦利·库布里克 Stanley Kubrick,1968,英国 美国,科幻 惊悚 冒险,8.8,203306,https://movie.douban.com/subject/1292226/
209,燃情岁月/ Legends of the Fall/ 秋日传奇  /  真爱一世情(台),爱德华·兹威克 Edward Zwick,1994,美国,剧情 爱情 战争 西部,8.8,216314,https://movie.douban.com/subject/1295865/
210,穿越时空的少女/ 時をかける少女/ 跳跃吧！时空少女(台)  /  Toki o kakeru shôjo,细田守 Mamoru Hosoda,2006,日本,剧情 爱情 科幻 动画,8.6,297988,https://movie.douban.com/subject/1937946/
211,城市之光/ City Lights/ City Lights: A Comedy Romance in Pantomime  /  Lichter der Großstadt,Charles Chaplin,1931,美国,喜剧 剧情 爱情,9.3,90706,https://movie.douban.com/subject/1293908/
212,牯岭街少年杀人事件/ 牯嶺街少年殺人事件/ A Brighter Summer Day,杨德昌 Edward Yang,1991,中国台湾,剧情 犯罪,8.8,186344,https://movie.douban.com/subject/1292329/
213,新龙门客栈/ 新龍門客棧/ New Dragon Gate Inn,李惠民 Raymond Lee,1992,中国香港 中国大陆,动作 爱情 武侠 古装,8.6,321009,https://movie.douban.com/subject/1292287/
214,无耻混蛋/ Inglourious Basterds/ 恶棍特工(台)  /  希魔撞正杀人狂(港),Quentin Tarantino,2009,德国 美国,剧情 犯罪,8.6,355682,https://movie.douban.com/subject/1438652/
215,完美陌生人/ Perfetti sconosciuti/ 完美谎情(港)  /  波动的信息分享,保罗·格诺维瑟 Paolo Genovese,2016,意大利,剧情 喜剧,8.5,405634,https://movie.douban.com/subject/26614893/
216,源代码/ Source Code/ 启动原始码(台)  /  危机解密(港),邓肯·琼斯 Duncan Jones,2011,美国 加拿大,科幻 悬疑 惊悚,8.4,610028,https://movie.douban.com/subject/3075287/
217,色，戒/ 色|戒  /  色·戒,李安 Ang Lee,2007,中国台湾 中国大陆 美国 中国香港,剧情 爱情 情色,8.5,490468,https://movie.douban.com/subject/1828115/
218,青蛇/ Green Snake,徐克 Hark Tsui,1993,中国香港 中国大陆,剧情 爱情 奇幻 古装,8.5,372633,https://movie.douban.com/subject/1303394/
219,阿飞正传/ 阿飛正傳/ Days of Being Wild,王家卫 Kar Wai Wong,1990,中国香港,犯罪 剧情 爱情,8.5,363119,https://movie.douban.com/subject/1305690/
220,遗愿清单/ The Bucket List/ 玩转身前事(港)  /  一路玩到挂(台),罗伯·莱纳 Rob Reiner,2007,美国,冒险 喜剧 剧情,8.6,270501,https://movie.douban.com/subject/1867345/
221,香水/ Perfume: The Story of a Murderer/ 香水：一个杀人犯的故事  /  香水：一个谋杀犯的故事,汤姆·提克威 Tom Tykwer,2006,德国 法国 西班牙 美国,剧情 犯罪 奇幻,8.5,423921,https://movie.douban.com/subject/1760622/
222,谍影重重2/ The Bourne Supremacy/ 叛谍追击2：机密圈套(港)  /  神鬼认证：神鬼疑云(台),保罗·格林格拉斯 Paul Greengrass,2004,美国 德国,动作 悬疑 惊悚,8.7,262612,https://movie.douban.com/subject/1308767/
223,血钻/ Blood Diamond/ 血钻石(台)  /  血腥钻石,爱德华·兹威克 Edward Zwick,2006,美国 德国,剧情 惊悚 冒险,8.7,257806,https://movie.douban.com/subject/1428175/
224,地球上的星星/ Taare Zameen Par/ 心中的小星星(台)  /  每一个孩子都是特别的,阿米尔·汗 Aamir Khan,2007,印度,剧情 儿童 家庭,8.9,151698,https://movie.douban.com/subject/2363506/
225,大佛普拉斯/ The Great Buddha+,黄信尧 Hsin-yao Huang,2017,中国台湾,剧情 喜剧,8.7,278137,https://movie.douban.com/subject/27059130/
226,战争之王/ Lord of War/ 军火之王(台 / 港),安德鲁·尼科尔 Andrew Niccol,2005,美国 法国,剧情 犯罪,8.6,263470,https://movie.douban.com/subject/1419936/
227,谍影重重/ The Bourne Identity/ 叛谍追击(港)  /  神鬼认证(台),道格·里曼 Doug Liman,2002,美国 德国 捷克,动作 悬疑 惊悚,8.6,313764,https://movie.douban.com/subject/1304102/
228,疯狂的麦克斯4：狂暴之路/ Mad Max: Fury Road/ 末日先锋：战甲飞车(港)  /  疯狂麦斯：愤怒道(台),乔治·米勒 George Miller,2015,澳大利亚 美国,动作 科幻 冒险,8.6,372609,https://movie.douban.com/subject/3592854/
229,步履不停/ 歩いても 歩いても/ 横山家之味(港 / 台),是枝裕和 Hirokazu Koreeda,2008,日本,剧情 家庭,8.8,184202,https://movie.douban.com/subject/2222996/
230,彗星来的那一夜/ Coherence/ 相干性  /  相干效应,詹姆斯·沃德·布柯特 James Ward Byrkit,2013,美国 英国,科幻 悬疑 惊悚,8.5,365607,https://movie.douban.com/subject/25807345/
231,猜火车/ Trainspotting/ 迷幻列车(港)  /  定位的火车,丹尼·博伊尔 Danny Boyle,1996,英国,剧情 犯罪,8.5,340902,https://movie.douban.com/subject/1292528/
232,九品芝麻官/ 白面包青天  /  Hail the Judge,王晶 Jing Wong,1994,中国香港,剧情 喜剧 古装,8.5,390889,https://movie.douban.com/subject/1297518/
233,朗读者/ The Reader/ 为爱朗读(台)  /  读爱(港),史蒂芬·戴德利 Stephen Daldry,2008,美国 德国,剧情 爱情,8.6,372132,https://movie.douban.com/subject/2213597/
234,浪潮/ Die Welle/ 恶魔教室(台)  /  白恤暴潮(港),丹尼斯·甘塞尔 Dennis Gansel,2008,德国,剧情 惊悚,8.7,205406,https://movie.douban.com/subject/2297265/
235,哈利·波特与火焰杯/ Harry Potter and the Goblet of Fire/ 哈利波特4：火杯的考验(港 / 台),Mike Newell,2005,英国 美国,奇幻 冒险,8.5,357800,https://movie.douban.com/subject/1309055/
236,小萝莉的猴神大叔/ Bajrangi Bhaijaan/ 娃娃返乡任务(台)  /  宝莱坞之钢铁奶爸(台),卡比尔·汗 Kabir Khan,2015,印度,剧情 喜剧 动作,8.4,359723,https://movie.douban.com/subject/26393561/
237,再次出发之纽约遇见你/ Begin Again/ 再次出发  /  歌曲改变人生,约翰·卡尼 John Carney,2013,美国,喜剧 爱情 音乐,8.6,306897,https://movie.douban.com/subject/6874403/
238,东京物语/ 東京物語/ 东京故事  /  东京纪行,小津安二郎 Yasujirô Ozu,1953,日本,剧情 家庭,9.2,92543,https://movie.douban.com/subject/1291568/
239,聚焦/ Spotlight/ 焦点追击(港)  /  惊爆焦点(台),托马斯·麦卡锡 Thomas McCarthy,2015,美国,剧情 传记,8.8,210822,https://movie.douban.com/subject/25954475/
240,驴得水/ Mr. Donkey,周申 Shen Zhou / 刘露 Lu Liu,2016,中国大陆,剧情 喜剧,8.3,669868,https://movie.douban.com/subject/25921812/
241,追随/ Following/ 跟踪(台)  /  致命追踪,克里斯托弗·诺兰 Christopher Nolan,1998,英国,犯罪 悬疑 惊悚,8.9,133519,https://movie.douban.com/subject/1397546/
242,千钧一发/ Gattaca/ 变种异煞(港)  /  自然人,安德鲁·尼科尔 Andrew Niccol,1997,美国,剧情 科幻 惊悚,8.8,177099,https://movie.douban.com/subject/1300117/
243,波西米亚狂想曲/ Bohemian Rhapsody/ 波希米亚狂想曲：摇滚传说(港)  /  波希米亚狂想曲(台),布莱恩·辛格 Bryan Singer,2018,英国 美国,剧情 传记 同性 音乐,8.7,414223,https://movie.douban.com/subject/5300054/
244,一次别离/ جدایی نادر از سیمین/ 分居风暴(台)  /  伊朗式分居(港),阿斯哈·法哈蒂  Asghar Farhadi,2011,伊朗 法国,剧情 家庭,8.7,198070,https://movie.douban.com/subject/5964718/
245,我爱你/ 그대를 사랑합니다/ 爱你  /  爱，是一生相伴(台),秋昌民 Chang-min Choo,2011,韩国,剧情 爱情,9.0,111796,https://movie.douban.com/subject/5908478/
246,黑鹰坠落/ Black Hawk Down/ 黑鹰15小时(港)  /  黑鹰计划(台),雷德利·斯科特 Ridley Scott,2001,美国,动作 历史 战争,8.7,212010,https://movie.douban.com/subject/1291824/
247,网络谜踪/ Searching/ 人肉搜寻(港)  /  人肉搜索(台),阿尼什·查甘蒂 Aneesh Chaganty,2018,美国 俄罗斯,剧情 犯罪 悬疑 惊悚,8.6,386143,https://movie.douban.com/subject/27615441/
248,四个春天/ Four Springs,陆庆屹 Lu Qing Yi,2017,中国大陆,纪录片 家庭,8.9,120053,https://movie.douban.com/subject/27191492/
249,发条橙/ A Clockwork Orange/ 发条桔子  /  发条橙子,Stanley Kubrick,1971,英国 美国,犯罪 剧情 科幻,8.6,282709,https://movie.douban.com/subject/1292233/
250,黑客帝国2：重装上阵/ The Matrix Reloaded/ 22世纪杀人网络2：决战未来(港)  /  廿二世纪杀人网络2：决战未来,Andy Wachowski / Larry Wachowski,2003,美国 澳大利亚,动作 科幻,8.6,259577,https://movie.douban.com/subject/1304141/
