66,Princess Mononoke,https://www.imdb.com/title/tt0119698/,PG-13,2h 14min,Animation,Adventure,https://www.imdb.com/title/tt0119698/mediaviewer/rm1908765440,https://www.imdb.com/video/imdb/vi3351821849?playlistId=tt0119698,"On a journey to find the cure for a Tatarigami's curse, Ashitaka finds himself in the middle of a war between the forest gods and Tatara, a mining colony. In this quest he also meets San, the Mononoke Hime.",Hayao Miyazaki | Neil Gaiman,Hayao Miyazaki,Yôji Matsuda | Yuriko Ishida | Yûko Tanaka
67,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,https://www.imdb.com/title/tt0057012/,PG,1h 35min,Comedy,29 January 1964 (USA),https://www.imdb.com/title/tt0057012/mediaviewer/rm3960095232,https://www.imdb.com/video/imdb/vi3726294553?playlistId=tt0057012,An insane general triggers a path to nuclear holocaust that a War Room full of politicians and generals frantically tries to stop.,Stanley Kubrick | Terry Southern | 2 more credits,Stanley Kubrick,Peter Sellers | George C. Scott | Sterling Hayden
68,Witness for the Prosecution,https://www.imdb.com/title/tt0051201/,Approved,1h 56min,Crime,Drama,https://www.imdb.com/title/tt0051201/mediaviewer/rm2247443968,https://www.imdb.com/video/imdb/vi421183001?playlistId=tt0051201,A veteran British barrister must defend his client in a murder trial that has surprise after surprise.,Agatha Christie | Billy Wilder | 2 more credits,Billy Wilder,Tyrone Power | Marlene Dietrich | Charles Laughton
69,Oldboy,https://www.imdb.com/title/tt0364569/,R,2h,Action,Drama,https://www.imdb.com/title/tt0364569/mediaviewer/rm1299029248,https://www.imdb.com/video/imdb/vi3130917145?playlistId=tt0364569,"After being kidnapped and imprisoned for fifteen years, Oh Dae-Su is released, only to find that he must find his captor in five days.",Garon Tsuchiya | Nobuaki Minegishi | 4 more credits,Chan-wook Park,Min-sik Choi | Ji-Tae Yoo | Hye-jeong Kang
70,The Dark Knight Rises,https://www.imdb.com/title/tt1345836/,PG-13,2h 44min,Action,Adventure,https://www.imdb.com/title/tt1345836/mediaviewer/rm834516224,https://www.imdb.com/video/imdb/vi2376312089?playlistId=tt1345836,"Eight years after the Joker's reign of anarchy, Batman, with the help of the enigmatic Catwoman, is forced from his exile to save Gotham City from the brutal guerrilla terrorist Bane.",Jonathan Nolan | Christopher Nolan | 3 more credits,Christopher Nolan,Christian Bale | Tom Hardy | Anne Hathaway
71,Once Upon a Time in America,https://www.imdb.com/title/tt0087843/,R,3h 49min,Crime,Drama,https://www.imdb.com/title/tt0087843/mediaviewer/rm480514304,https://www.imdb.com/video/imdb/vi2777395225?playlistId=tt0087843,"A former Prohibition-era Jewish gangster returns to the Lower East Side of Manhattan over thirty years later, where he once again must confront the ghosts and regrets of his old life.",Harry Grey | Leonardo Benvenuti | 6 more credits,Sergio Leone,Robert De Niro | James Woods | Elizabeth McGovern
72,Avengers: Endgame,https://www.imdb.com/title/tt4154796/,PG-13,3h 1min,Action,Adventure,https://www.imdb.com/title/tt4154796/mediaviewer/rm2775147008,https://www.imdb.com/video/imdb/vi2163260441?playlistId=tt4154796,,Christopher Markus | Stephen McFeely | 14 more credits,Anthony Russo,Robert Downey Jr. | Chris Evans | Mark Ruffalo
73,Aliens,https://www.imdb.com/title/tt0090605/,R,2h 17min,Action,Adventure,https://www.imdb.com/title/tt0090605/mediaviewer/rm490960896,https://www.imdb.com/video/imdb/vi368744473?playlistId=tt0090605,"Ellen Ripley is rescued by a deep salvage team after being in hypersleep for 57 years. The moon that the Nostromo visited has been colonized, but contact is lost. This time, colonial marines have impressive firepower, but will that be enough?",James Cameron | David Giler | 4 more credits,James Cameron,Sigourney Weaver | Michael Biehn | Carrie Henn
74,Your Name.,https://www.imdb.com/title/tt5311514/,PG,1h 46min,Animation,Drama,https://www.imdb.com/title/tt5311514/mediaviewer/rm3216783616,https://www.imdb.com/video/imdb/vi1705097753?playlistId=tt5311514,"Two strangers find themselves linked in a bizarre way. When a connection forms, will distance be the only thing to keep them apart?",Makoto Shinkai | Makoto Shinkai | 1 more credit,Makoto Shinkai,Ryûnosuke Kamiki | Mone Kamishiraishi | Ryô Narita
75,Coco,https://www.imdb.com/title/tt2380307/,PG,1h 45min,Animation,Adventure,https://www.imdb.com/title/tt2380307/mediaviewer/rm585455872,https://www.imdb.com/video/imdb/vi4249729305?playlistId=tt2380307,"Aspiring musician Miguel, confronted with his family's ancestral ban on music, enters the Land of the Dead to find his great-great-grandfather, a legendary singer.",Lee Unkrich | Jason Katz | 4 more credits,Lee Unkrich,Anthony Gonzalez | Gael García Bernal | Benjamin Bratt
76,American Beauty,https://www.imdb.com/title/tt0169547/,R,2h 2min,Drama,1 October 1999 (USA),https://www.imdb.com/title/tt0169547/mediaviewer/rm2430294272,https://www.imdb.com/video/imdb/vi788506137?playlistId=tt0169547,A sexually frustrated suburban father has a mid-life crisis after becoming infatuated with his daughter's best friend.,Alan Ball,Sam Mendes,Kevin Spacey | Annette Bening | Thora Birch
77,Braveheart,https://www.imdb.com/title/tt0112573/,R,2h 58min,Biography,Drama,https://www.imdb.com/title/tt0112573/mediaviewer/rm3170786816,https://www.imdb.com/video/imdb/vi2874063641?playlistId=tt0112573,"When his secret bride is executed for assaulting an English soldier who tried to rape her, William Wallace begins a revolt against King Edward I of England.",Randall Wallace,Mel Gibson,Mel Gibson | Sophie Marceau | Patrick McGoohan
78,3 Idiots,https://www.imdb.com/title/tt1187043/,PG-13,2h 50min,Comedy,Drama,https://www.imdb.com/title/tt1187043/mediaviewer/rm2029391104,https://www.imdb.com/video/imdb/vi3086596889?playlistId=tt1187043,"Two friends are searching for their long lost companion. They revisit their college days and recall the memories of their friend who inspired them to think differently, even as the rest of the world called them ""idiots"".",Rajkumar Hirani | Abhijat Joshi | 3 more credits,Rajkumar Hirani,Aamir Khan | Madhavan | Mona Singh
79,Das Boot,https://www.imdb.com/title/tt0082096/,R,2h 29min,Adventure,Drama,https://www.imdb.com/title/tt0082096/mediaviewer/rm163253248,https://www.imdb.com/video/imdb/vi4153458201?playlistId=tt0082096,"The claustrophobic world of a WWII German U-boat; boredom, filth and sheer terror.",Wolfgang Petersen | Lothar G. Buchheim,Wolfgang Petersen,Jürgen Prochnow | Herbert Grönemeyer | Klaus Wennemann
80,Toy Story,https://www.imdb.com/title/tt0114709/,G,1h 21min,Animation,Adventure,https://www.imdb.com/title/tt0114709/mediaviewer/rm3813007616,https://www.imdb.com/video/imdb/vi2052129305?playlistId=tt0114709,A cowboy doll is profoundly threatened and jealous when a new spaceman figure supplants him as top toy in a boy's room.,John Lasseter | Pete Docter | 6 more credits,John Lasseter,Tom Hanks | Tim Allen | Don Rickles
81,High and Low,https://www.imdb.com/title/tt0057565/,Not Rated,2h 23min,Crime,Drama,https://www.imdb.com/title/tt0057565/mediaviewer/rm2886930176,https://www.imdb.com/video/imdb/vi2921184793?playlistId=tt0057565,An executive of a shoe company becomes a victim of extortion when his chauffeur's son is kidnapped and held for ransom.,Hideo Oguni | Ryûzô Kikushima | 3 more credits,Akira Kurosawa,Toshirô Mifune | Yutaka Sada | Tatsuya Nakadai
82,Amadeus,https://www.imdb.com/title/tt0086879/,R,2h 40min,Biography,Drama,https://www.imdb.com/title/tt0086879/mediaviewer/rm3039435264,https://www.imdb.com/video/imdb/vi2535496985?playlistId=tt0086879,,Peter Shaffer | Peter Shaffer,Milos Forman,F. Murray Abraham | Tom Hulce | Elizabeth Berridge
83,Taare Zameen Par,https://www.imdb.com/title/tt0986264/,PG,2h 45min,Drama,Family,https://www.imdb.com/title/tt0986264/mediaviewer/rm2495765504,https://www.imdb.com/video/imdb/vi1834943001?playlistId=tt0986264,"An eight-year-old boy is thought to be a lazy trouble-maker, until the new art teacher has the patience and compassion to discover the real problem behind his struggles in school.",Amole Gupte | Amole Gupte,Aamir Khan,Darsheel Safary | Aamir Khan | Tisca Chopra
84,Star Wars: Episode VI - Return of the Jedi,https://www.imdb.com/title/tt0086190/,PG,2h 11min,Action,Adventure,https://www.imdb.com/title/tt0086190/mediaviewer/rm602420224,https://www.imdb.com/video/imdb/vi1702936345?playlistId=tt0086190,"After a daring mission to rescue Han Solo from Jabba the Hutt, the Rebels dispatch to Endor to destroy the second Death Star. Meanwhile, Luke struggles to help Darth Vader back from the dark side without falling into the Emperor's trap.",Lawrence Kasdan | George Lucas | 1 more credit,Richard Marquand,Mark Hamill | Harrison Ford | Carrie Fisher
85,Reservoir Dogs,https://www.imdb.com/title/tt0105236/,R,1h 39min,Crime,Drama,https://www.imdb.com/title/tt0105236/mediaviewer/rm1533490688,https://www.imdb.com/video/imdb/vi3028484377?playlistId=tt0105236,"When a simple jewelry heist goes horribly wrong, the surviving criminals begin to suspect that one of them is a police informant.",Quentin Tarantino | Quentin Tarantino | 1 more credit,Quentin Tarantino,Harvey Keitel | Tim Roth | Michael Madsen
86,Inglourious Basterds,https://www.imdb.com/title/tt0361748/,R,2h 33min,Adventure,Drama,https://www.imdb.com/title/tt0361748/mediaviewer/rm3163035648,https://www.imdb.com/video/imdb/vi3738173977?playlistId=tt0361748,"In Nazi-occupied France during World War II, a plan to assassinate Nazi leaders by a group of Jewish U.S. soldiers coincides with a theatre owner's vengeful plans for the same.",Quentin Tarantino,Quentin Tarantino,Brad Pitt | Diane Kruger | Eli Roth
87,Good Will Hunting,https://www.imdb.com/title/tt0119217/,R,2h 6min,Drama,Romance,https://www.imdb.com/title/tt0119217/mediaviewer/rm1765736448,https://www.imdb.com/video/imdb/vi1575984665?playlistId=tt0119217,"Will Hunting, a janitor at M.I.T., has a gift for mathematics, but needs help from a psychologist to find direction in his life.",Matt Damon | Ben Affleck,Gus Van Sant,Robin Williams | Matt Damon | Ben Affleck
88,2001: A Space Odyssey,https://www.imdb.com/title/tt0062622/,G,2h 29min,Adventure,Sci-Fi,https://www.imdb.com/title/tt0062622/mediaviewer/rm3872284416,https://www.imdb.com/video/imdb/vi2674767897?playlistId=tt0062622,"After discovering a mysterious artifact buried beneath the Lunar surface, mankind sets off on a quest to find its origins with help from intelligent supercomputer H.A.L. 9000.",Stanley Kubrick | Arthur C. Clarke,Stanley Kubrick,Keir Dullea | Gary Lockwood | William Sylvester
89,1917,https://www.imdb.com/title/tt8579674/,R,1h 59min,Drama,War,https://www.imdb.com/title/tt8579674/mediaviewer/rm144738817,https://www.imdb.com/video/imdb/vi4095655705?playlistId=tt8579674,"April 6th, 1917. As a regiment assembles to wage war deep in enemy territory, two soldiers are assigned to race against time and deliver a message that will stop 1,600 men from walking straight into a deadly trap.",Sam Mendes | Krysty Wilson-Cairns,Sam Mendes,Dean-Charles Chapman | George MacKay | Daniel Mays
90,Capharnaüm,https://www.imdb.com/title/tt8267604/,R,2h 6min,Drama,20 September 2018 (Lebanon),https://www.imdb.com/title/tt8267604/mediaviewer/rm40003584,https://www.imdb.com/video/imdb/vi234273305?playlistId=tt8267604,"While serving a five-year sentence for a violent crime, a 12-year-old boy sues his parents for neglect.",Nadine Labaki | Jihad Hojeily | 3 more credits,Nadine Labaki,Zain Al Rafeea | Yordanos Shiferaw | Boluwatife Treasure Bankole
91,Vertigo,https://www.imdb.com/title/tt0052357/,PG,2h 8min,Mystery,Romance,https://www.imdb.com/title/tt0052357/mediaviewer/rm4007330816,https://www.imdb.com/video/imdb/vi216072473?playlistId=tt0052357,A former police detective juggles wrestling with his personal demons and becoming obsessed with a hauntingly beautiful woman.,Alec Coppel | Samuel A. Taylor | 2 more credits,Alfred Hitchcock,James Stewart | Kim Novak | Barbara Bel Geddes
92,Requiem for a Dream,https://www.imdb.com/title/tt0180093/,R,1h 42min,Drama,15 December 2000 (USA),https://www.imdb.com/title/tt0180093/mediaviewer/rm3305703424,https://www.imdb.com/video/imdb/vi2156069145?playlistId=tt0180093,The drug-induced utopias of four Coney Island people are shattered when their addictions run deep.,Hubert Selby Jr. | Hubert Selby Jr. | 1 more credit,Darren Aronofsky,Ellen Burstyn | Jared Leto | Jennifer Connelly
93,M,https://www.imdb.com/title/tt0022100/,Passed,1h 39min,Crime,Mystery,https://www.imdb.com/title/tt0022100/mediaviewer/rm7535104,https://www.imdb.com/video/imdb/vi605863449?playlistId=tt0022100,"When the police in a German city are unable to catch a child-murderer, other criminals join in the manhunt.",Thea von Harbou | Fritz Lang,Fritz Lang,Peter Lorre | Ellen Widmann | Inge Landgut
94,Dangal,https://www.imdb.com/title/tt5074352/,Not Rated,2h 41min,Action,Biography,https://www.imdb.com/title/tt5074352/mediaviewer/rm3039822848,https://www.imdb.com/video/imdb/vi2094904857?playlistId=tt5074352,,Piyush Gupta | Shreyas Jain | 3 more credits,Nitesh Tiwari,Aamir Khan | Sakshi Tanwar | Fatima Sana Shaikh
95,Eternal Sunshine of the Spotless Mind,https://www.imdb.com/title/tt0338013/,R,1h 48min,Drama,Romance,https://www.imdb.com/title/tt0338013/mediaviewer/rm2954530560,https://www.imdb.com/video/imdb/vi2292515097?playlistId=tt0338013,"When their relationship turns sour, a couple undergoes a medical procedure to have each other erased from their memories.",Charlie Kaufman | Michel Gondry | 2 more credits,Michel Gondry,Jim Carrey | Kate Winslet | Tom Wilkinson
96,The Hunt,https://www.imdb.com/title/tt2106476/,R,1h 55min,Drama,10 January 2013 (Denmark),https://www.imdb.com/title/tt2106476/mediaviewer/rm3868175360,https://www.imdb.com/video/imdb/vi2244519449?playlistId=tt2106476,"A teacher lives a lonely life, all the while struggling over his son's custody. His life slowly gets better as he finds love and receives good news from his son, but his new luck is about to be brutally shattered by an innocent little lie.",Tobias Lindholm | Thomas Vinterberg,Thomas Vinterberg,Mads Mikkelsen | Thomas Bo Larsen | Annika Wedderkopp
97,Citizen Kane,https://www.imdb.com/title/tt0033467/,PG,1h 59min,Drama,Mystery,https://www.imdb.com/title/tt0033467/mediaviewer/rm684416000,https://www.imdb.com/video/imdb/vi568630553?playlistId=tt0033467,"Following the death of publishing tycoon Charles Foster Kane, reporters scramble to uncover the meaning of his final utterance; 'Rosebud'.",Herman J. Mankiewicz | Orson Welles,Orson Welles,Orson Welles | Joseph Cotten | Dorothy Comingore
98,Full Metal Jacket,https://www.imdb.com/title/tt0093058/,R,1h 56min,Drama,War,https://www.imdb.com/title/tt0093058/mediaviewer/rm606436352,https://www.imdb.com/video/imdb/vi3225663513?playlistId=tt0093058,A pragmatic U.S. Marine observes the dehumanizing effects the Vietnam War has on his fellow recruits from their brutal boot camp training to the bloody street fighting in Hue.,Stanley Kubrick | Michael Herr | 2 more credits,Stanley Kubrick,Matthew Modine | R. Lee Ermey | Vincent D'Onofrio
99,Bicycle Thieves,https://www.imdb.com/title/tt0040522/,Not Rated,1h 29min,Drama,13 December 1949 (USA),https://www.imdb.com/title/tt0040522/mediaviewer/rm1577142528,https://www.imdb.com/video/imdb/vi36354073?playlistId=tt0040522,"In post-war Italy, a working-class man's bicycle is stolen. He and his son set out to find it.",Cesare Zavattini | Luigi Bartolini | 7 more credits,Vittorio De Sica,Lamberto Maggiorani | Enzo Staiola | Lianella Carell
100,North by Northwest,https://www.imdb.com/title/tt0053125/,Approved,2h 16min,Adventure,Mystery,https://www.imdb.com/title/tt0053125/mediaviewer/rm3518377728,https://www.imdb.com/video/imdb/vi473956889?playlistId=tt0053125,A New York City advertising executive goes on the run after being mistaken for a government agent by a group of foreign spies.,Ernest Lehman,Alfred Hitchcock,Cary Grant | Eva Marie Saint | James Mason
101,A Clockwork Orange,https://www.imdb.com/title/tt0066921/,R,2h 16min,Crime,Drama,https://www.imdb.com/title/tt0066921/mediaviewer/rm1351407872,https://www.imdb.com/video/imdb/vi4030506521?playlistId=tt0066921,"In the future, a sadistic gang leader is imprisoned and volunteers for a conduct-aversion experiment, but it doesn't go as planned.",Stanley Kubrick | Anthony Burgess,Stanley Kubrick,Malcolm McDowell | Patrick Magee | Michael Bates
102,The Kid,https://www.imdb.com/title/tt0012349/,Passed,1h 8min,Comedy,Drama,,,"The Tramp cares for an abandoned child, but events put that relationship in jeopardy.",Charles Chaplin,Charles Chaplin,Charles Chaplin | Edna Purviance | Jackie Coogan
103,Snatch,https://www.imdb.com/title/tt0208092/,R,1h 42min,Comedy,Crime,https://www.imdb.com/title/tt0208092/mediaviewer/rm1248859904,https://www.imdb.com/video/imdb/vi1558577433?playlistId=tt0208092,"Unscrupulous boxing promoters, violent bookmakers, a Russian gangster, incompetent amateur robbers and supposedly Jewish jewelers fight to track down a priceless stolen diamond.",Guy Ritchie,Guy Ritchie,Jason Statham | Brad Pitt | Benicio Del Toro
104,Singin' in the Rain,https://www.imdb.com/title/tt0045152/,G,1h 43min,Comedy,Musical,https://www.imdb.com/title/tt0045152/mediaviewer/rm2345599488,https://www.imdb.com/video/imdb/vi2086470681?playlistId=tt0045152,A silent film production company and cast make a difficult transition to sound.,Betty Comden | Adolph Green,Stanley Donen,Gene Kelly | Donald O'Connor | Debbie Reynolds
105,Scarface,https://www.imdb.com/title/tt0086250/,R,2h 50min,Crime,Drama,https://www.imdb.com/title/tt0086250/mediaviewer/rm512766208,https://www.imdb.com/video/imdb/vi3939802137?playlistId=tt0086250,"In 1980 Miami, a determined Cuban immigrant takes over a drug cartel and succumbs to greed.",Oliver Stone,Brian De Palma,Al Pacino | Michelle Pfeiffer | Steven Bauer
106,Taxi Driver,https://www.imdb.com/title/tt0075314/,R,1h 54min,Crime,Drama,https://www.imdb.com/title/tt0075314/mediaviewer/rm3951714048,https://www.imdb.com/video/imdb/vi474987289?playlistId=tt0075314,"A mentally unstable veteran works as a nighttime taxi driver in New York City, where the perceived decadence and sleaze fuels his urge for violent action by attempting to liberate a presidential campaign worker and an underage prostitute.",Paul Schrader,Martin Scorsese,Robert De Niro | Jodie Foster | Cybill Shepherd
107,Amélie,https://www.imdb.com/title/tt0211915/,R,2h 2min,Comedy,Romance,https://www.imdb.com/title/tt0211915/mediaviewer/rm1617958656,https://www.imdb.com/video/imdb/vi1406515737?playlistId=tt0211915,"Amélie is an innocent and naive girl in Paris with her own sense of justice. She decides to help those around her and, along the way, discovers love.",Guillaume Laurant | Jean-Pierre Jeunet | 1 more credit,Jean-Pierre Jeunet,Audrey Tautou | Mathieu Kassovitz | Rufus
108,Lawrence of Arabia,https://www.imdb.com/title/tt0056172/,Approved,3h 48min,Adventure,Biography,https://www.imdb.com/title/tt0056172/mediaviewer/rm1206326272,https://www.imdb.com/video/imdb/vi1481310233?playlistId=tt0056172,,T.E. Lawrence | Robert Bolt | 1 more credit,David Lean,Peter O'Toole | Alec Guinness | Anthony Quinn
109,Toy Story 3,https://www.imdb.com/title/tt0435761/,G,1h 43min,Animation,Adventure,https://www.imdb.com/title/tt0435761/mediaviewer/rm3038678784,https://www.imdb.com/video/imdb/vi3676898329?playlistId=tt0435761,"The toys are mistakenly delivered to a day-care center instead of the attic right before Andy leaves for college, and it's up to Woody to convince the other toys that they weren't abandoned and to return home.",John Lasseter | Andrew Stanton | 2 more credits,Lee Unkrich,Tom Hanks | Tim Allen | Joan Cusack
110,The Sting,https://www.imdb.com/title/tt0070735/,PG,2h 9min,Comedy,Crime,https://www.imdb.com/title/tt0070735/mediaviewer/rm3581272320,https://www.imdb.com/video/imdb/vi2717122841?playlistId=tt0070735,Two grifters team up to pull off the ultimate con.,David S. Ward,George Roy Hill,Paul Newman | Robert Redford | Robert Shaw
111,Ikiru,https://www.imdb.com/title/tt0044741/,Not Rated,2h 23min,Drama,25 March 1956 (USA),,,A bureaucrat tries to find a meaning in his life after he discovers he has terminal cancer.,Akira Kurosawa | Shinobu Hashimoto | 1 more credit,Akira Kurosawa,Takashi Shimura | Nobuo Kaneko | Shin'ichi Himori
112,Metropolis,https://www.imdb.com/title/tt0017136/,Not Rated,2h 33min,Drama,Sci-Fi,https://www.imdb.com/title/tt0017136/mediaviewer/rm461986816,https://www.imdb.com/video/imdb/vi1050609177?playlistId=tt0017136,"In a futuristic city sharply divided between the working class and the city planners, the son of the city's mastermind falls in love with a working class prophet who predicts the coming of a savior to mediate their differences.",Thea von Harbou | Thea von Harbou,Fritz Lang,Brigitte Helm | Alfred Abel | Gustav Fröhlich
113,A Separation,https://www.imdb.com/title/tt1832382/,PG-13,2h 3min,Drama,16 March 2011 (Iran),https://www.imdb.com/title/tt1832382/mediaviewer/rm2856289793,https://www.imdb.com/video/imdb/vi2758057497?playlistId=tt1832382,A married couple are faced with a difficult decision - to improve the life of their child by moving to another country or to stay in Iran and look after a deteriorating parent who has Alzheimer's disease.,Asghar Farhadi,Asghar Farhadi,Payman Maadi | Leila Hatami | Sareh Bayat
114,For a Few Dollars More,https://www.imdb.com/title/tt0059578/,R,2h 12min,Western,10 May 1967 (USA),https://www.imdb.com/title/tt0059578/mediaviewer/rm322251008,https://www.imdb.com/video/imdb/vi773831705?playlistId=tt0059578,Two bounty hunters with the same intentions team up to track down a Western outlaw.,Sergio Leone | Fulvio Morsella | 2 more credits,Sergio Leone,Clint Eastwood | Lee Van Cleef | Gian Maria Volontè
115,Anand,https://www.imdb.com/title/tt0066763/,Not Rated,2h 2min,Drama,Musical,https://www.imdb.com/title/tt0066763/mediaviewer/rm4289498113,https://www.imdb.com/video/imdb/vi3002710809?playlistId=tt0066763,"The story of a terminally ill man who wishes to live life to the fullest before the inevitable occurs, as told by his best friend.",Hrishikesh Mukherjee | Hrishikesh Mukherjee | 4 more credits,Hrishikesh Mukherjee,Rajesh Khanna | Amitabh Bachchan | Sumita Sanyal
116,The Apartment,https://www.imdb.com/title/tt0053604/,Not Rated,2h 5min,Comedy,Drama,https://www.imdb.com/title/tt0053604/mediaviewer/rm1617195776,https://www.imdb.com/video/imdb/vi3214065177?playlistId=tt0053604,"A man tries to rise in his company by letting its executives use his apartment for trysts, but complications and a romance of his own ensue.",Billy Wilder | I.A.L. Diamond,Billy Wilder,Jack Lemmon | Shirley MacLaine | Fred MacMurray
117,Incendies,https://www.imdb.com/title/tt1255953/,R,2h 11min,Drama,Mystery,https://www.imdb.com/title/tt1255953/mediaviewer/rm315002881,https://www.imdb.com/video/imdb/vi722049561?playlistId=tt1255953,Twins journey to the Middle East to discover their family history and fulfill their mother's last wishes.,Denis Villeneuve | Wajdi Mouawad | 2 more credits,Denis Villeneuve,Lubna Azabal | Mélissa Désormeaux-Poulin | Maxim Gaudette
118,Double Indemnity,https://www.imdb.com/title/tt0036775/,Passed,1h 47min,Crime,Drama,https://www.imdb.com/title/tt0036775/mediaviewer/rm3244520192,https://www.imdb.com/video/imdb/vi2244780569?playlistId=tt0036775,An insurance representative lets himself be talked by a seductive housewife into a murder/insurance fraud scheme that arouses the suspicion of an insurance investigator.,Billy Wilder | Raymond Chandler | 1 more credit,Billy Wilder,Fred MacMurray | Barbara Stanwyck | Edward G. Robinson
119,To Kill a Mockingbird,https://www.imdb.com/title/tt0056592/,Approved,2h 9min,Crime,Drama,https://www.imdb.com/title/tt0056592/mediaviewer/rm3330294528,https://www.imdb.com/video/imdb/vi1222941977?playlistId=tt0056592,"Atticus Finch, a lawyer in the Depression-era South, defends a black man against an undeserved rape charge, and his children against prejudice.",Harper Lee | Horton Foote,Robert Mulligan,Gregory Peck | John Megna | Frank Overton
120,Indiana Jones and the Last Crusade,https://www.imdb.com/title/tt0097576/,PG-13,2h 7min,Action,Adventure,https://www.imdb.com/title/tt0097576/mediaviewer/rm1776421376,https://www.imdb.com/video/imdb/vi2007669529?playlistId=tt0097576,,Jeffrey Boam | George Lucas | 3 more credits,Steven Spielberg,Harrison Ford | Sean Connery | Alison Doody
121,Up,https://www.imdb.com/title/tt1049413/,PG,1h 36min,Animation,Adventure,https://www.imdb.com/title/tt1049413/mediaviewer/rm2582959360,https://www.imdb.com/video/imdb/vi2557280793?playlistId=tt1049413,"78-year-old Carl Fredricksen travels to Paradise Falls in his house equipped with balloons, inadvertently taking a young stowaway.",Pete Docter | Bob Peterson | 3 more credits,Pete Docter,Edward Asner | Jordan Nagai | John Ratzenberger
122,L.A. Confidential,https://www.imdb.com/title/tt0119488/,R,2h 18min,Crime,Drama,https://www.imdb.com/title/tt0119488/mediaviewer/rm3227529472,https://www.imdb.com/video/imdb/vi1124073497?playlistId=tt0119488,"As corruption grows in 1950s Los Angeles, three policemen - one strait-laced, one brutal, and one sleazy - investigate a series of murders with their own brand of justice.",James Ellroy | Brian Helgeland | 1 more credit,Curtis Hanson,Kevin Spacey | Russell Crowe | Guy Pearce
123,Heat,https://www.imdb.com/title/tt0113277/,R,2h 50min,Crime,Drama,https://www.imdb.com/title/tt0113277/mediaviewer/rm562921985,https://www.imdb.com/video/imdb/vi664516889?playlistId=tt0113277,A group of professional bank robbers start to feel the heat from police when they unknowingly leave a clue at their latest heist.,Michael Mann,Michael Mann,Al Pacino | Robert De Niro | Val Kilmer
124,Come and See,https://www.imdb.com/title/tt0091251/,Not Rated,2h 22min,Drama,War,https://www.imdb.com/title/tt0091251/mediaviewer/rm4153560320,https://www.imdb.com/video/imdb/vi129958169?playlistId=tt0091251,"After finding an old rifle, a young boy joins the Soviet resistance movement against ruthless German forces and experiences the horrors of World War II.",Ales Adamovich | Ales Adamovich | 1 more credit,Elem Klimov,Aleksey Kravchenko | Olga Mironova | Liubomiras Laucevicius
125,Monty Python and the Holy Grail,https://www.imdb.com/title/tt0071853/,PG,1h 31min,Adventure,Comedy,https://www.imdb.com/title/tt0071853/mediaviewer/rm1943276800,https://www.imdb.com/video/imdb/vi3159408409?playlistId=tt0071853,,Graham Chapman | John Cleese | 4 more credits,Terry Gilliam,Graham Chapman | John Cleese | Eric Idle
126,Die Hard,https://www.imdb.com/title/tt0095016/,R,2h 12min,Action,Thriller,https://www.imdb.com/title/tt0095016/mediaviewer/rm270892032,https://www.imdb.com/video/imdb/vi3895704089?playlistId=tt0095016,An NYPD officer tries to save his wife and several others taken hostage by German terrorists during a Christmas party at the Nakatomi Plaza in Los Angeles.,Roderick Thorp | Jeb Stuart | 1 more credit,John McTiernan,Bruce Willis | Alan Rickman | Bonnie Bedelia
127,Rashômon,https://www.imdb.com/title/tt0042876/,Not Rated,1h 28min,Crime,Drama,,,"The rape of a bride and the murder of her samurai husband are recalled from the perspectives of a bandit, the bride, the samurai's ghost and a woodcutter.",Ryûnosuke Akutagawa | Akira Kurosawa | 1 more credit,Akira Kurosawa,Toshirô Mifune | Machiko Kyô | Masayuki Mori
128,Yojimbo,https://www.imdb.com/title/tt0055630/,Not Rated,1h 50min,Action,Drama,,,A crafty ronin comes to a town divided by two criminal gangs and decides to play them against each other to free the town.,Akira Kurosawa | Akira Kurosawa | 1 more credit,Akira Kurosawa,Toshirô Mifune | Eijirô Tôno | Tatsuya Nakadai
129,Batman Begins,https://www.imdb.com/title/tt0372784/,PG-13,2h 20min,Action,Adventure,https://www.imdb.com/title/tt0372784/mediaviewer/rm277354496,https://www.imdb.com/video/imdb/vi2992219161?playlistId=tt0372784,"After training with his mentor, Batman begins his fight to free crime-ridden Gotham City from corruption.",Bob Kane | David S. Goyer | 2 more credits,Christopher Nolan,Christian Bale | Michael Caine | Ken Watanabe
130,Green Book,https://www.imdb.com/title/tt6966692/,PG-13,2h 10min,Biography,Comedy,https://www.imdb.com/title/tt6966692/mediaviewer/rm2461296640,https://www.imdb.com/video/imdb/vi824752921?playlistId=tt6966692,A working-class Italian-American bouncer becomes the driver of an African-American classical pianist on a tour of venues through the 1960s American South.,Nick Vallelonga | Brian Hayes Currie | 1 more credit,Peter Farrelly,Viggo Mortensen | Mahershala Ali | Linda Cardellini
131,Downfall,https://www.imdb.com/title/tt0363163/,R,2h 36min,Biography,Drama,,,,Bernd Eichinger | Joachim Fest | 2 more credits,Oliver Hirschbiegel,Bruno Ganz | Alexandra Maria Lara | Ulrich Matthes
